name,probability_female,frequency
Jaiden,0.22528495655117933,0.00010181531472332038
Jaidence,0.8636363636363636,2.527860200782133e-07
Jaidenn,0,3.1598252509776665e-08
Jaidev,0,3.590710512474621e-07
Jaidi,1,1.4362842049898485e-08
Jaidin,0.3888888888888889,1.3960682472501326e-06
Jaidlyn,1,4.596109455967515e-08
Jaidn,0,1.4362842049898485e-08
Jaidon,0.047619047619047616,3.9210558796222865e-06
Jaidy,1,5.429154294861627e-07
Jaidyn,0.653171552138395,2.3911259444670997e-05
Jaidynn,0.8807947019867549,8.675156598138684e-07
Jaie,0.8529411764705882,9.76673259393097e-08
Jaiel,0.42276422764227645,3.533259144275027e-07
Jaielle,1,2.4129574643829455e-07
Jaier,0,4.0215957739715756e-08
Jaiheem,0,1.4362842049898485e-08
Jaiheim,0,2.2980547279837574e-08
Jaiiden,0,1.7235410459878182e-08
Jaijuan,0,4.596109455967515e-08
Jaik,0,1.7235410459878182e-08
Jaiking,0,1.7235410459878182e-08
Jaikob,0,2.2118776756843665e-07
Jaikub,0,1.4362842049898485e-08
Jaila,1,6.649995869102998e-06
Jailah,1,2.9328923465892705e-06
Jailan,0.17777777777777778,5.170623137963454e-07
Jailani,1,3.1885509350774635e-07
Jaileah,1,5.170623137963454e-08
Jailee,1,1.4449019102197875e-06
Jaileen,1,2.55658588488193e-06
Jaileene,1,3.4470820919756364e-08
Jailei,1,4.596109455967515e-08
Jaileigh,1,2.4129574643829455e-07
Jailen,0.19342105263157894,4.366303983169139e-06
Jailene,1,8.295977568021364e-06
Jailenne,1,1.2639301003910666e-07
Jailey,1,7.468677865947211e-07
Jaili,1,1.0915759957922848e-07
Jailia,1,1.2064787321914727e-07
Jailin,0.5909090909090909,1.4535196154497265e-06
Jailine,1,1.1289193851220208e-06
Jailinne,1,1.7235410459878182e-08
Jailiyah,1,1.7235410459878182e-08
Jailon,0,7.554854918246603e-07
Jaily,1,1.4362842049898484e-07
Jailyn,0.8624542868752539,1.4138781713920067e-05
Jailyne,1,1.1691353428617366e-06
Jailynn,0.9778337531486146,5.702048293809698e-06
Jailynne,1,2.872568409979697e-07
Jaima,1,5.860039556358581e-07
Jaimal,0,1.4362842049898485e-08
Jaiman,0,1.4362842049898485e-08
Jaimar,0,6.032393660957364e-08
Jaimari,0,1.4362842049898485e-08
Jaimarie,1,2.9300197781792907e-07
Jaimarion,0,2.872568409979697e-08
Jaimaya,1,2.585311568981727e-08
Jaime,0.4236322544880815,0.0003368230089121693
Jaimee,0.9893333333333333,1.2926557844908636e-05
Jaimelee,1,5.745136819959394e-08
Jaimelyn,1,1.0915759957922848e-07
Jaimelynn,1,7.755934706945182e-08
Jaimen,0,5.228074506163048e-07
Jaimere,0,2.4129574643829455e-07
Jaimes,0,4.2514012467699514e-07
Jaimeson,0.05904059040590406,7.784660391044978e-07
Jaimey,0.8344370860927153,4.337578299069342e-07
Jaimi,1,3.2804731241968137e-06
Jaimie,0.9132155613476204,2.975693615897968e-05
Jaimielee,1,1.7235410459878182e-08
Jaimin,0,3.877967353472591e-07
Jaimir,0,1.6086383095886302e-07
Jaimison,0.25,5.745136819959394e-08
Jaimmie,1,2.0107978869857878e-08
Jaimon,0,2.2406033597841634e-07
Jaimy,0.9292682926829269,1.1777530480916758e-06
Jaimya,1,1.924620834686397e-07
Jaimyn,0,1.7235410459878182e-08
Jaimz,0,3.1598252509776665e-08
Jain,1,1.4362842049898485e-08
Jaina,1,4.891984002195423e-06
Jainaba,1,8.61770522993909e-08
Jainah,1,1.4362842049898485e-08
Jaine,1,7.238872393148836e-07
Jainee,1,1.4362842049898485e-08
Jaini,1,6.606907342953302e-08
Jainie,1,1.4362842049898485e-08
Jainil,0,1.0053989434928939e-07
Jainiya,1,2.872568409979697e-08
Jainiyah,1,1.4362842049898485e-08
Jainy,1,1.4362842049898485e-08
Jaion,0,7.755934706945182e-07
Jaiona,1,3.389630723776042e-07
Jaionna,1,7.985740179743557e-07
Jaiquan,0,1.174880479681696e-06
Jaiquez,0,1.4362842049898485e-08
Jair,0.0019576437088449903,1.6140961895675915e-05
Jaira,1,1.3817054052002342e-06
Jairah,1,4.883366296965485e-08
Jairdan,0,4.883366296965485e-08
Jairden,0,3.734338932973606e-08
Jaire,0.085995085995086,1.1691353428617366e-06
Jaired,0,1.5799126254888333e-07
Jairee,0,1.7235410459878182e-08
Jairen,0,4.682286508266906e-07
Jairius,0,1.5799126254888333e-07
Jairo,0,2.7519205367605495e-05
Jairon,0,1.0915759957922847e-06
Jairus,0,6.678721553202795e-06
Jairy,1,1.7522667300876151e-07
Jais,0,1.838443782387006e-07
Jaisa,1,6.836712815751678e-07
Jaisal,0,1.7235410459878182e-08
Jaise,0.10138248847926268,6.233473449655942e-07
Jaisean,0,4.711012192366703e-07
Jaisen,0,6.72181007935249e-07
Jaiseon,0,2.872568409979697e-08
Jaisha,1,6.750535763452288e-07
Jaishaun,0,4.711012192366703e-07
Jaishawn,0,5.371702926662033e-07
Jaishon,0,4.825914928765891e-07
Jaisiah,0,4.0215957739715756e-08
Jaisley,1,8.33044838894112e-08
Jaislyn,1,1.7522667300876151e-07
Jaison,0,4.576001477097657e-06
Jaisvi,1,2.0107978869857878e-08
Jaisy,1,1.7235410459878182e-08
Jaisyn,0.5,2.872568409979697e-08
Jaithan,0,1.2064787321914727e-07
Jaithen,0,1.4362842049898485e-08
Jaiton,0,1.4362842049898485e-08
Jaival,0,1.4362842049898485e-08
Jaivan,0,1.3213814685906604e-07
Jaiveer,0,4.1939498785703575e-07
Jaiven,0,1.1001937010222238e-06
Jaiveon,0,7.181421024949242e-07
Jaiver,0,6.032393660957364e-08
Jaivian,0,2.2406033597841634e-07
Jaivien,0,6.894164183951273e-08
Jaivik,0,2.2980547279837574e-08
Jaivin,0,8.61770522993909e-08
Jaivion,0,1.0944485642022645e-06
Jaivon,0,1.8499340560269248e-06
Jaivyn,0,4.395029667268936e-07
Jaivyon,0,2.585311568981727e-08
Jaiwan,0,1.7235410459878182e-08
Jaiya,1,1.562677215028955e-06
Jaiyah,1,5.256800190262845e-07
Jaiyana,1,1.1346645219419803e-06
Jaiyanna,1,1.953346518786194e-07
Jaiyce,0,1.4362842049898485e-08
Jaiyda,1,1.0628503116924878e-07
Jaiyden,0.030303030303030304,4.7397378764664997e-07
Jaiyla,1,3.533259144275027e-07
Jaiylah,1,8.043191547943151e-08
Jaiyon,0,1.6086383095886302e-07
Jaiza,1,4.883366296965485e-08
Jaizen,0,8.61770522993909e-08
Jaizon,0,2.4416831484827424e-07
Jaja,0,3.1310995668778697e-07
Jajaira,1,5.888765240458379e-07
Jajaun,0,6.319650501955333e-08
Jajuan,0.004719004719004719,6.6959569636626735e-06
Jajuana,1,6.606907342953302e-08
Jajuane,0,1.4362842049898485e-08
Jak,0,9.795458278030766e-07
Jakab,0,1.7235410459878182e-08
Jakada,1,1.4362842049898485e-08
Jakaden,0,6.290924817855536e-07
Jakaela,1,4.883366296965485e-08
Jakahri,0,2.872568409979697e-08
Jakai,0.09066378845116028,5.322869263692378e-06
Jakaia,1,1.4075585208900515e-07
Jakaiden,0,5.342977242562236e-07
Jakaila,1,6.204747765556146e-07
Jakailah,1,1.1777530480916757e-07
Jakailyn,1,8.90496207093706e-08
Jakaira,1,8.043191547943151e-08
Jakaiya,1,4.337578299069342e-07
Jakaiyah,1,9.19221891193503e-08
Jakala,1,7.411226497747617e-07
Jakalah,1,1.4362842049898485e-08
Jakale,0,4.883366296965485e-08
Jakaleb,0,1.7522667300876151e-07
Jakalen,0,3.4470820919756364e-08
Jakalia,1,1.7235410459878182e-08
Jakalya,1,1.1203016798920817e-07
Jakalyn,1,1.7522667300876151e-07
Jakalynn,1,1.4362842049898485e-08
Jakameron,0,1.4362842049898485e-08
Jakanye,0,1.7235410459878182e-08
Jakar,0,1.5511869413890364e-07
Jakara,1,1.3012734897208026e-06
Jakarah,1,1.7235410459878182e-08
Jakare,0,2.872568409979697e-08
Jakaree,0,2.786391357680306e-07
Jakari,0.07234782608695652,8.258634178691628e-06
Jakaria,1,5.285525874362642e-07
Jakarie,0,3.2172766191772605e-07
Jakarii,0,2.2980547279837574e-08
Jakarion,0,1.2064787321914727e-07
Jakarious,0,1.4362842049898485e-08
Jakaris,0,1.4362842049898485e-08
Jakarius,0,2.2980547279837575e-07
Jakarra,1,1.3501071526904574e-07
Jakarri,0,8.703882282238481e-07
Jakashia,1,1.4362842049898485e-08
Jakasia,1,1.7235410459878182e-08
Jakauri,0,1.7235410459878182e-08
Jakavian,0,3.1598252509776665e-08
Jakavion,0,2.757665673580509e-07
Jakavious,0,8.61770522993909e-08
Jakaya,1,5.716411135859596e-07
Jakayah,1,7.181421024949242e-08
Jakayden,0,9.134767543735436e-07
Jakayia,1,1.7235410459878182e-08
Jakayla,1,1.7781198457774324e-05
Jakaylah,1,7.382500813647821e-07
Jakayle,1,1.4362842049898485e-08
Jakaylee,1,1.8958951505865998e-07
Jakaylen,0,9.479475752932999e-08
Jakaylin,0.8,1.4362842049898484e-07
Jakaylon,0,3.4470820919756364e-08
Jake,0.0017803375257410552,0.0003501287457871953
Jakea,1,7.181421024949242e-08
Jakeal,0,1.4362842049898485e-08
Jakeara,1,1.4362842049898485e-08
Jakeb,0,3.3609050396762453e-06
Jakeel,0,2.0395235710855847e-07
Jakeela,1,2.872568409979697e-08
Jakeelah,1,3.1598252509776665e-08
Jakeem,0,2.6772337581010775e-06
Jakeena,1,3.1598252509776665e-08
Jakeia,1,2.8438427258799e-07
Jakeil,0,5.170623137963454e-08
Jakeim,0,2.4129574643829455e-07
Jakeira,1,5.601508399460409e-07
Jakeisha,1,3.849241669372794e-07
Jakeith,0,1.2352044162912697e-07
Jakeitha,1,1.4362842049898485e-08
Jakel,0.03741496598639456,8.445351125340309e-07
Jakela,1,1.5511869413890364e-07
Jakelia,1,1.4362842049898485e-08
Jakelin,1,1.7982278246472902e-06
Jakeline,1,1.6632171093782444e-06
Jakell,0.03529411764705882,4.883366296965485e-07
Jakelle,1,1.4362842049898485e-08
Jakelyn,1,1.0312520591827112e-06
Jakelyne,1,6.032393660957364e-08
Jakelynn,1,1.4362842049898485e-08
Jakema,1,3.734338932973606e-08
Jaken,0,2.786391357680306e-07
Jakendra,1,3.1598252509776665e-08
Jakendrick,0,8.90496207093706e-08
Jakenya,1,1.2639301003910666e-07
Jakenzie,1,1.723541045987818e-07
Jakeob,0,5.228074506163048e-07
Jakera,1,8.215545652541932e-07
Jakerah,1,2.872568409979697e-08
Jakeria,1,1.9274934030963763e-06
Jakerion,0,1.4362842049898485e-08
Jakeriya,1,1.4362842049898485e-08
Jakerra,1,2.4129574643829455e-07
Jakerria,1,4.682286508266906e-07
Jakeryan,0,8.61770522993909e-08
Jakesha,1,8.33044838894112e-08
Jakeshia,1,3.4470820919756364e-08
Jaketa,1,1.4362842049898485e-08
Jakeveon,0,1.7235410459878182e-08
Jakevia,1,1.4937355731894423e-07
Jakevion,0,2.585311568981727e-07
Jakevious,0,2.527860200782133e-07
Jakevis,0,1.4362842049898485e-08
Jakey,0,1.4362842049898485e-08
Jakeya,1,5.170623137963454e-07
Jakeyah,1,2.872568409979697e-08
Jakeyla,1,7.755934706945182e-08
Jakhai,0.018726591760299626,7.66975765464579e-07
Jakhari,0.015122873345935728,1.5195886888792597e-06
Jakhi,0,2.2406033597841634e-06
Jakhia,1,1.2926557844908635e-06
Jakhira,1,1.4362842049898485e-08
Jakhiya,1,2.3842317802831486e-07
Jakhy,0,3.4470820919756364e-08
Jakhya,1,1.5511869413890364e-07
Jakhye,0,1.4362842049898485e-08
Jakhyia,1,1.4362842049898485e-08
Jakhyla,1,3.1598252509776665e-08
Jaki,0.33003300330033003,8.703882282238481e-07
Jakia,1,3.335051923986428e-06
Jakiah,0.860813704496788,1.3414894474605184e-06
Jakiara,1,4.596109455967515e-08
Jakiaya,1,1.7235410459878182e-08
Jakie,0.02190721649484536,2.229113086144245e-06
Jakiel,0,3.1598252509776665e-08
Jakiem,0,1.0915759957922848e-07
Jakier,0,1.7235410459878182e-08
Jakiera,1,4.5099324036681237e-07
Jakierra,1,3.4470820919756364e-08
Jakii,0,1.7235410459878182e-08
Jakil,0,6.032393660957364e-08
Jakila,1,7.181421024949242e-08
Jakilah,1,4.883366296965485e-08
Jakim,0,4.682286508266906e-07
Jakima,1,1.4362842049898484e-07
Jakin,0,6.578181658853506e-07
Jaking,0,2.4416831484827424e-07
Jakir,0,2.2980547279837574e-08
Jakira,1,3.521768870635108e-06
Jakirah,1,4.423755351368733e-07
Jakiria,1,1.2064787321914727e-07
Jakirra,1,8.90496207093706e-08
Jakirrah,1,1.4362842049898485e-08
Jakirria,1,1.4362842049898485e-08
Jakisha,1,1.3788328367902546e-07
Jakita,1,3.360905039676245e-07
Jakius,0,1.4362842049898485e-08
Jakiya,1,3.6998681120538496e-06
Jakiyah,1,3.50740602858521e-06
Jakiyla,1,8.61770522993909e-08
Jakiylah,1,1.4362842049898485e-08
Jakiyra,1,1.7235410459878182e-08
Jakk,0,2.872568409979697e-08
Jakkar,0,3.4470820919756364e-08
Jakki,1,4.0215957739715755e-07
Jakkia,0.6666666666666666,6.894164183951273e-08
Jakkob,0,1.4362842049898485e-08
Jakkson,0,1.4362842049898485e-08
Jaklyn,1,7.123969656749648e-07
Jaklynn,1,9.76673259393097e-08
Jakob,0,8.616556202575098e-05
Jakobe,0,9.861527351460298e-06
Jakobee,0,1.809718098287209e-07
Jakobey,0,1.0628503116924878e-07
Jakobi,0.018170426065162906,4.584619182327596e-06
Jakobie,0,1.3185089001806809e-06
Jakoby,0,3.541876849504966e-06
Jakoda,0,8.61770522993909e-08
Jakodi,0,2.872568409979697e-08
Jakolbe,0,1.4362842049898485e-08
Jakolbi,0,2.872568409979697e-08
Jakolby,0,4.366303983169139e-07
Jakora,1,3.1598252509776665e-08
Jakorey,0,4.711012192366703e-07
Jakori,0.011210762331838564,1.2811655108509447e-06
Jakoria,1,3.1598252509776665e-08
Jakorian,0,2.585311568981727e-07
Jakorie,0,2.872568409979697e-08
Jakory,0,3.2747279873768543e-07
Jakota,0,3.590710512474621e-07
Jakov,0,3.1598252509776665e-08
Jaks,0,1.4362842049898485e-08
Jaksen,0,1.924620834686397e-07
Jakson,0,2.0423961394955645e-06
Jaksyn,0,7.181421024949242e-08
Jakub,0,7.741571864895283e-06
Jakwan,0,4.107772826270966e-07
Jakwaun,0,1.4362842049898485e-08
Jakwon,0,7.612306286446197e-07
Jakya,1,1.2179690058313914e-06
Jakyah,1,7.497403550047009e-07
Jakyan,0,1.4362842049898485e-08
Jakye,0,7.583580602346399e-07
Jakyi,0,1.3213814685906604e-07
Jakyia,1,7.037792604450257e-07
Jakyiah,1,2.7289399894807117e-07
Jakyla,1,2.263583907064001e-06
Jakylah,1,4.5386580877679207e-07
Jakylan,0,2.3555060961833514e-07
Jakyle,0,2.642762937181321e-07
Jakylee,1,7.468677865947211e-08
Jakylen,0,1.4650098890896453e-07
Jakylia,1,1.4362842049898485e-08
Jakylin,0,7.755934706945182e-08
Jakylon,0,5.457879978961424e-08
Jakyra,1,2.823734747010042e-06
Jakyrah,1,3.2747279873768543e-07
Jakyran,0,1.7235410459878182e-08
Jakyre,0,1.4362842049898485e-08
Jakyree,0,1.1203016798920817e-07
Jakyren,0,2.3267804120835544e-07
Jakyri,0,2.815117041780103e-07
Jakyria,1,2.585311568981727e-07
Jakyriah,1,3.1598252509776665e-08
Jakyrian,0,1.7235410459878182e-08
Jakyrie,0,1.694815361888021e-07
Jakyrin,0,1.2352044162912697e-07
Jakyrion,0,1.4362842049898485e-08
Jakyron,0,1.8671694664868028e-07
Jakzenny,1,3.1598252509776665e-08
Jal,0,4.883366296965485e-08
Jala,1,5.6532146308400435e-06
Jalaa,1,1.4362842049898485e-08
Jalaal,0,2.872568409979697e-08
Jalacia,1,1.9820722028859908e-07
Jalae,1,3.734338932973606e-08
Jalah,0.9911971830985915,1.6316188568684677e-06
Jalaia,1,1.3788328367902546e-07
Jalaiah,1,1.3501071526904574e-07
Jalaila,1,2.1544263074847726e-07
Jalaina,1,4.423755351368733e-07
Jalaine,1,4.711012192366703e-07
Jalaiya,1,3.877967353472591e-07
Jalaiyah,1,3.2747279873768543e-07
Jalal,0,1.7982278246472902e-06
Jalan,0.07430997876857749,2.7059594422008743e-06
Jalana,1,8.761333650438076e-07
Jaland,0,6.894164183951273e-08
Jalanda,1,1.1490273639918788e-07
Jalane,1,5.745136819959394e-08
Jalani,0.4556407447973713,2.622654958311463e-06
Jalanie,1,2.872568409979697e-08
Jalanna,1,1.4362842049898485e-08
Jalanni,1,3.1598252509776665e-08
Jalante,0,2.0107978869857878e-08
Jalasha,1,2.872568409979697e-08
Jalashia,1,2.872568409979697e-08
Jalasia,1,4.768463560566297e-07
Jalaun,0,2.872568409979697e-08
Jalay,1,3.1598252509776665e-08
Jalaya,1,3.837751395732875e-06
Jalayah,1,3.3867581553660625e-06
Jalaycia,1,4.308852614969545e-08
Jalayha,1,1.4362842049898485e-08
Jalayia,1,3.9641444057719816e-07
Jalayiah,1,2.4991345166823363e-07
Jalayla,1,6.147296397356551e-07
Jalaylah,1,1.4362842049898485e-08
Jalayna,1,7.181421024949242e-07
Jalayne,1,2.1257006233849757e-07
Jalaysha,1,2.1831519915845696e-07
Jalayshia,1,9.479475752932999e-08
Jalaysia,1,1.0944485642022645e-06
Jalea,1,1.7666295721375135e-06
Jaleah,1,8.149476579112399e-06
Jaleaha,1,1.0915759957922848e-07
Jaleal,0,4.768463560566297e-07
Jalean,0,8.043191547943151e-08
Jaleana,1,5.170623137963454e-08
Jaleasa,1,7.755934706945182e-08
Jaleb,0,5.457879978961424e-08
Jalecia,1,1.0657228801024675e-06
Jalee,1,1.269675237211026e-06
Jaleea,1,2.9587454622790876e-07
Jaleeah,1,3.590710512474621e-07
Jaleek,0,9.479475752932999e-08
Jaleel,0.005684509711037423,1.212798382693428e-05
Jaleela,1,1.4362842049898485e-08
Jaleen,0.47844228094575797,2.065376686775402e-06
Jaleena,1,6.319650501955333e-07
Jaleesa,0.9981024667931688,9.083061312355801e-06
Jaleese,1,9.19221891193503e-08
Jaleesha,1,1.4650098890896453e-07
Jaleesia,1,4.883366296965485e-08
Jaleeya,1,3.2460023032770574e-07
Jaleeyah,1,4.768463560566297e-07
Jaleeza,1,9.479475752932999e-08
Jaleh,1,1.4937355731894423e-07
Jalei,1,2.1831519915845696e-07
Jaleia,1,5.285525874362642e-07
Jaleiah,1,3.2172766191772605e-07
Jaleigh,1,2.08548466564526e-06
Jaleigha,1,1.014016648722833e-06
Jaleil,0,2.1544263074847726e-07
Jalein,0,2.872568409979697e-08
Jaleisa,1,2.9874711463788845e-07
Jaleisha,1,1.1777530480916757e-07
Jaleiya,1,9.19221891193503e-08
Jaleiyah,1,1.9820722028859908e-07
Jalem,0,1.4362842049898485e-08
Jalen,0.04372759856630824,0.00010819528916188528
Jalena,1,2.7806462208603467e-06
Jalencia,1,4.308852614969545e-08
Jalend,0,2.872568409979697e-08
Jalene,0.94467382328654,3.4786803444854127e-06
Jalenn,0,2.872568409979697e-08
Jaleny,1,1.4362842049898485e-08
Jaleo,0,5.170623137963454e-08
Jaleon,0,9.76673259393097e-08
Jaleria,1,3.4470820919756364e-08
Jalesa,1,1.858551761256864e-06
Jalese,1,1.1777530480916757e-07
Jalesha,1,3.9354187216721847e-07
Jaleshia,1,1.2639301003910666e-07
Jalesia,1,6.405827554254723e-07
Jalessa,1,1.967709360836092e-06
Jalesse,1,1.4362842049898485e-08
Jalessia,1,4.0215957739715756e-08
Jalexa,1,2.2118776756843665e-07
Jalexi,1,5.170623137963454e-08
Jalexia,1,4.2514012467699514e-07
Jalexie,1,1.4362842049898485e-08
Jalexis,1,6.664358711152896e-07
Jalexus,1,3.0736481986782753e-07
Jalexy,1,7.755934706945182e-08
Jaley,1,1.0772131537423863e-06
Jaleya,1,7.037792604450257e-07
Jaleyah,1,1.2581849635711072e-06
Jaleyiah,1,3.1598252509776665e-08
Jaleyza,1,9.479475752932999e-08
Jali,1,1.2639301003910666e-07
Jalia,1,3.8980753323424485e-06
Jaliah,0.993485342019544,2.6456355055913006e-06
Jalian,0,2.872568409979697e-08
Jaliana,1,1.924620834686397e-07
Jaliayah,1,6.606907342953302e-08
Jalica,1,1.4362842049898485e-08
Jalice,1,6.606907342953302e-08
Jalicia,1,1.9303659715063564e-06
Jalie,1,8.387899757140715e-07
Jaliea,1,1.7235410459878182e-08
Jalieah,1,1.4362842049898485e-08
Jaliek,0,1.7235410459878182e-08
Jaliel,0,4.2801269308697483e-07
Jalien,0.06172839506172839,2.3267804120835544e-07
Jaliene,1,1.7235410459878182e-08
Jaliesa,1,5.170623137963454e-08
Jalijah,0,9.76673259393097e-08
Jalik,0,6.377101870154927e-07
Jalil,0.0019455252918287938,7.3825008136478205e-06
Jalila,1,4.883366296965485e-07
Jalilah,1,4.136498510370763e-07
Jalill,0,3.4470820919756364e-08
Jalin,0.21709006928406466,6.219110607606043e-06
Jalina,1,1.5511869413890363e-06
Jalinda,1,1.5224612572892392e-07
Jaline,1,2.9300197781792907e-07
Jalique,0,8.90496207093706e-08
Jalis,1,2.872568409979697e-08
Jalisa,0.9989910879435009,1.7083164334149257e-05
Jalise,1,7.928288811543963e-07
Jalisha,1,1.554059509799016e-06
Jalishia,1,5.745136819959394e-08
Jalisia,1,4.16522419447056e-07
Jalissa,1,9.28701366946436e-06
Jalisse,1,1.7235410459878182e-08
Jalissia,1,1.723541045987818e-07
Jalita,1,4.308852614969545e-08
Jalitza,1,1.3788328367902546e-07
Jalivia,1,5.457879978961424e-08
Jaliya,1,1.5080984152393409e-06
Jaliyah,1,2.436799782185777e-05
Jaliyha,1,8.33044838894112e-08
Jaliyiah,1,1.1777530480916757e-07
Jaliyl,0,3.1598252509776665e-08
Jaliza,1,2.901294094079494e-07
Jallen,0,1.694815361888021e-07
Jallisa,1,9.479475752932999e-08
Jalliyah,1,1.5511869413890364e-07
Jalmer,0,8.043191547943151e-08
Jalna,1,4.308852614969545e-08
Jalob,0,1.7235410459878182e-08
Jalon,0.03096234309623431,6.865438499851475e-06
Jalonda,1,4.308852614969545e-07
Jaloni,0.3611111111111111,7.238872393148836e-07
Jalonni,0,1.4362842049898485e-08
Jalonnie,0,8.61770522993909e-08
Jalontae,0,6.032393660957364e-08
Jalonte,0,5.457879978961424e-08
Jalpa,1,1.4362842049898485e-08
Jalun,0,7.181421024949242e-08
Jalya,1,8.61770522993909e-08
Jalyah,1,2.815117041780103e-07
Jalyce,1,1.4362842049898485e-08
Jalycia,1,2.872568409979697e-08
Jalyia,1,1.4362842049898485e-08
Jalyiah,1,3.648161880674215e-07
Jalyla,1,6.319650501955333e-08
Jalylah,1,1.7235410459878182e-08
Jalyn,0.7401612138454243,1.8174740329941542e-05
Jalyna,1,2.872568409979697e-08
Jalyne,0.9363057324840764,4.5099324036681237e-07
Jalynn,0.9254658385093167,1.3874505420201935e-05
Jalynne,1,7.870837443344369e-07
Jalyric,0.9056603773584906,3.0449225145784784e-07
Jalyrica,1,1.4362842049898485e-08
Jalysa,1,1.1145565430721224e-06
Jalyse,1,1.5224612572892392e-07
Jalysia,1,8.33044838894112e-08
Jalyssa,1,4.489824424798266e-06
Jalyssia,1,3.1598252509776665e-08
Jalyza,1,1.7235410459878182e-08
Jam,0,6.606907342953302e-08
Jama,0.9480757483200978,4.702394487136764e-06
Jamaa,0,3.734338932973606e-08
Jamaad,0,1.4362842049898485e-08
Jamaah,0,1.4362842049898485e-08
Jamaal,0.00543543906268873,2.378199386622191e-05
Jamaar,0,1.723541045987818e-06
Jamaari,0,1.0915759957922848e-07
Jamaca,1,5.170623137963454e-08
Jamacia,1,3.533259144275027e-07
Jamad,0,6.606907342953302e-08
Jamae,0.9367088607594937,2.2693290438839603e-07
Jamael,0,1.1490273639918787e-06
Jamah,0,1.0628503116924878e-07
Jamahd,0,1.4362842049898485e-08
Jamahl,0,2.056758981545463e-06
Jamahri,0,1.3788328367902546e-07
Jamai,0.11790393013100436,6.578181658853506e-07
Jamaia,1,1.9820722028859908e-07
Jamaiah,1,4.308852614969545e-08
Jamaica,0.978709248170326,4.317470320199484e-06
Jamaicia,1,2.0107978869857878e-08
Jamaika,1,7.468677865947211e-08
Jamail,0,1.0025263750829141e-06
Jamaile,0,1.4362842049898485e-08
Jamain,0,1.6373639936884272e-07
Jamaine,0.012093726379440665,3.8004080064031387e-06
Jamair,0,3.360905039676245e-07
Jamaira,1,2.700214305380915e-07
Jamaire,0,8.043191547943151e-08
Jamaiya,1,7.727209022845384e-07
Jamaiyah,1,2.0682492551853816e-07
Jamaka,1,8.90496207093706e-08
Jamal,0.008404423380726698,9.09167901758574e-05
Jamala,1,2.9587454622790876e-07
Jamalachi,0,1.4362842049898485e-08
Jamale,0,1.3960682472501326e-06
Jamalia,1,6.032393660957364e-08
Jamall,0,4.153733920830641e-06
Jamalle,0,4.0215957739715756e-08
Jamalyn,1,1.7235410459878182e-08
Jaman,0,2.700214305380915e-07
Jamanda,1,1.3213814685906604e-07
Jamane,0,1.1777530480916757e-07
Jamani,0.47377938517179025,1.5885303307187723e-06
Jamantha,1,1.4362842049898485e-08
Jamar,0.004826765405977255,4.344472463253293e-05
Jamara,0.9510869565217391,2.642762937181321e-06
Jamarae,0,1.7235410459878182e-08
Jamarah,1,1.3501071526904574e-07
Jamarco,0,6.951615552150867e-07
Jamarcus,0,1.5072366447163469e-05
Jamard,0,9.19221891193503e-08
Jamare,0,1.3242540370006401e-06
Jamarea,0.29310344827586204,3.332179355576448e-07
Jamaree,0.006915629322268326,2.0768669604153206e-06
Jamareo,0,1.7235410459878182e-08
Jamareon,0,6.779261447552084e-07
Jamarey,0,2.872568409979697e-08
Jamari,0.06214736842105263,3.41117498685089e-05
Jamaria,0.9645569620253165,3.4039935658259408e-06
Jamariae,0,1.7235410459878182e-08
Jamariah,1,7.870837443344369e-07
Jamarian,0.006984866123399301,2.4675362641725596e-06
Jamariana,1,9.76673259393097e-08
Jamarie,0.1458966565349544,1.8901500137666404e-06
Jamariea,0,1.7235410459878182e-08
Jamarien,0,4.624835140067312e-07
Jamarieon,0,4.596109455967515e-08
Jamarii,0,3.705613248873809e-07
Jamarin,0,2.872568409979697e-08
Jamario,0,3.840623964142855e-06
Jamarion,0,1.9004912600425675e-05
Jamariona,1,8.90496207093706e-08
Jamarious,0,2.1802794231745897e-06
Jamaris,0.17225950782997762,1.2840380792609246e-06
Jamariun,0,1.4362842049898485e-08
Jamarius,0,4.756973286926378e-06
Jamariya,1,4.0790471421711693e-07
Jamariyah,1,2.3842317802831486e-07
Jamariyon,0,1.6086383095886302e-07
Jamarkis,0,1.8958951505865998e-07
Jamarkus,0,1.6402365620984069e-06
Jamarl,0,3.705613248873809e-07
Jamarley,0,3.4470820919756364e-08
Jamarlon,0,1.5511869413890364e-07
Jamaro,0,1.4362842049898485e-08
Jamarques,0,2.585311568981727e-07
Jamarquez,0,9.479475752932999e-08
Jamarquis,0,3.648161880674215e-07
Jamarqus,0,8.90496207093706e-08
Jamarr,0,3.7803000275332808e-06
Jamarra,1,8.61770522993909e-08
Jamarre,0,8.90496207093706e-08
Jamarreon,0,6.606907342953302e-08
Jamarri,0,1.628746288458488e-06
Jamarria,1,2.872568409979697e-07
Jamarrian,0,5.745136819959394e-08
Jamarrie,0,1.0628503116924878e-07
Jamarrio,0,3.4470820919756364e-08
Jamarrion,0,1.0484874696425892e-06
Jamarris,0,1.4362842049898485e-08
Jamarrius,0,2.3842317802831486e-07
Jamarus,0,7.755934706945182e-08
Jamarvion,0,1.4362842049898485e-08
Jamary,0.19230769230769232,7.468677865947211e-08
Jamarya,1,3.4470820919756364e-08
